ID,country,points,price,province,tasterName,title,variety,winery
298,Chile,87,19,Aconcagua Valley,Michael Schachner,Arboleda 2009 Cabernet Sauvignon (Aconcagua Valley),Cabernet Sauvignon,Arboleda
301,US,87,14,Washington,Paul Gregutt,Buried Cane 2009 Whiteline No Oak Chardonnay (Columbia Valley (WA)),Chardonnay,Buried Cane
305,US,87,24,California,Virginie Boone,Claudia Springs 2007 Zinfandel (Mendocino County),Zinfandel,Claudia Springs
306,Romania,87,7,Recas,Anna Lee C. Iijima,Cramele Recas 2009 Chardonnay (Recas),Chardonnay,Cramele Recas
307,France,87,30,Burgundy,Roger Voss,Domaine Bertagna 2009 Les Dames Huguettes (Cote de Nuits-Villages),Pinot Noir,Domaine Bertagna
308,Greece,87,18,Santorini,Susan Kostrzewa,Domaine Sigalas 2010 Asirtiko Athiri White (Santorini),White Blend,Domaine Sigalas
311,New Zealand,87,18,Hawke's Bay,Joe Czerwinski,Otto's Constant Dream 2008 Syrah (Hawke's Bay),Syrah,Otto's Constant Dream
318,Chile,86,18,Curico Valley,Michael Schachner,Aresti 2007 Reserva Merlot (Curico Valley),Merlot,Aresti
323,Chile,86,35,Colchagua Valley,Michael Schachner,J. & F. Lurton 2006 Gran Araucano Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,J. & F. Lurton
325,US,86,11,New York,Susan Kostrzewa,Lucas Vineyards 2007 Vignoles (Finger Lakes),Vignoles,Lucas Vineyards
327,Chile,86,18,Limari Valley,Michael Schachner,De Martino 2007 Legado Reserva Chardonnay (Limari Valley),Chardonnay,De Martino
331,Chile,86,15,Casablanca Valley,Michael Schachner,Cono Sur 2008 Vision Gewurztraminer (Casablanca Valley),Gewurztraminer,Cono Sur
334,France,86,42,Champagne,Roger Voss,Jacquart NV Mosaique Rose Brut (Champagne),Champagne Blend,Jacquart
336,Chile,83,35,Colchagua Costa,Michael Schachner,Koyle 2015 Costa Pinot Noir (Colchagua Costa),Pinot Noir,Koyle
337,France,83,16,Languedoc-Roussillon,Lauren Buzzeo,Chateau Notre Dame du Quatourze 2015 Rose (Languedoc),Rose,Chateau Notre Dame du Quatourze
338,France,82,11,Provence,Roger Voss,Memoires 2015 Rose (Coteaux Varois en Provence),Rose,Memoires
339,Spain,82,13,Catalonia,Michael Schachner,Cavas Hill NV 1887 Rosado Sparkling (Cava),Sparkling Blend,Cavas Hill
340,France,82,18,Alsace,Anne Krebiehl,Antoine Moltes & Fils 2015 Tradition Pinot Gris (Alsace),Pinot Gris,Antoine Moltes & Fils
341,US,82,48,California,Virginie Boone,Pezzi King 2013 Serracino Reserve Zinfandel (Dry Creek Valley),Zinfandel,Pezzi King
342,Spain,82,11,Catalonia,Michael Schachner,Bellisco NV Sparkling (Cava),Sparkling Blend,Bellisco
343,Chile,81,20,Rapel Valley,Michael Schachner,Pura 8 2010 Grand Reserve Pinot Noir (Rapel Valley),Pinot Noir,Pura 8
344,Chile,80,19,Leyda Valley,Michael Schachner,Vina Tarapaca 2015 Gran Reserva Chardonnay (Leyda Valley),Chardonnay,Vina Tarapaca
345,Australia,100,350,Victoria,Joe Czerwinski,Chambers Rosewood Vineyards NV Rare Muscat (Rutherglen),Muscat,Chambers Rosewood Vineyards
346,Australia,98,350,Victoria,Joe Czerwinski,Chambers Rosewood Vineyards NV Rare Muscadelle (Rutherglen),Muscadelle,Chambers Rosewood Vineyards
347,Germany,97,775,Rheingau,Anna Lee C. Iijima,Robert Weil 2014 Kiedrich Grafenberg Trockenbeerenauslese Riesling (Rheingau),Riesling,Robert Weil
348,Australia,97,100,Victoria,Joe Czerwinski,Chambers Rosewood Vineyards NV Grand Muscat (Rutherglen),Muscat,Chambers Rosewood Vineyards
349,Australia,97,225,South Australia,Joe Czerwinski,Torbreck 2012 RunRig Shiraz-Viognier (Barossa),Shiraz-Viognier,Torbreck
350,Italy,97,150,Piedmont,Kerin O Keefe,Cavallotto 2010 Vignolo Riserva (Barolo),Nebbiolo,Cavallotto
351,Hungary,96,320,Tokaji,Jeff Jenssen,Oremus 2005 Eszencia (Tokaji),Furmint,Oremus
352,US,96,68,California,Virginie Boone,Rochioli 2014 South River Chardonnay (Russian River Valley),Chardonnay,Rochioli
353,France,96,630,Burgundy,Roger Voss,Louis Latour 2014 Le Montrachet (Montrachet),Chardonnay,Louis Latour
354,Germany,96,365,Rheingau,Anna Lee C. Iijima,Robert Weil 2014 Kiedrich Grafenberg Beerenauslese Riesling (Rheingau),Riesling,Robert Weil
355,US,96,68,California,Virginie Boone,Rochioli 2014 Sweetwater Chardonnay (Russian River Valley),Chardonnay,Rochioli
356,Australia,95,85,Victoria,Joe Czerwinski,Jasper Hill 2013 Georgia's Paddock Shiraz (Heathcote),Shiraz,Jasper Hill
357,France,95,350,Burgundy,Roger Voss,Chateau de la Tour 2013 Vieilles Vignes (Clos de Vougeot),Pinot Noir,Chateau de la Tour
358,Germany,95,66,Rheingau,Anna Lee C. Iijima,Weingut Hans Bausch 2011 Hattenheimer Hassel Auslese Riesling (Rheingau),Riesling,Weingut Hans Bausch
359,France,95,110,Burgundy,Roger Voss,Philippe Colin 2014 Les Chenevottes Premier Cru (Chassagne-Montrachet),Chardonnay,Philippe Colin
360,Australia,95,125,South Australia,Joe Czerwinski,Torbreck 2012 Descendant Shiraz-Viognier (Barossa Valley),Shiraz-Viognier,Torbreck
361,Italy,95,60,Piedmont,Kerin O Keefe,Bel Colle 2012 Simposio (Barolo),Nebbiolo,Bel Colle
362,US,95,200,California,Virginie Boone,J. Davies 2012 Jamie Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,J. Davies
363,France,95,380,Burgundy,Roger Voss,Louis Latour 2014 Criots-Batard-Montrachet,Chardonnay,Louis Latour
364,US,95,48,Oregon,Paul Gregutt,Winderlea 2014 Weber Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Winderlea
365,Australia,95,60,South Australia,Joe Czerwinski,Wakefield 2013 St. Andrews Single Vineyard Release Shiraz (Clare Valley),Shiraz,Wakefield
366,Italy,88,21,Northeastern Italy,Joe Czerwinski,Cantina Terlano 2000 Vorberg Pinot Bianco (Alto Adige),Pinot Bianco,Cantina Terlano
367,Chile,88,10,Maipo Valley,Michael Schachner,De Martino 1999 Reserva de la Familia Carmenere (Maipo Valley),Carmenere,De Martino
368,Italy,88,11,Veneto,Joe Czerwinski,Montresor 2001 Bianco di Custoza,Garganega,Montresor
369,Italy,88,21,Northeastern Italy,Joe Czerwinski,Ronco del Gelso 1999 Chardonnay (Friuli),Chardonnay,Ronco del Gelso
371,Italy,88,23,Northeastern Italy,Roger Voss,Elena Walch 2002 Castel Ringberg Sauvignon Blanc (Alto Adige),Sauvignon Blanc,Elena Walch
372,Italy,88,10,Veneto,Roger Voss,Gini 2002 Classico (Soave),White Blend,Gini
373,Italy,88,15,Northeastern Italy,Roger Voss,Borgo Conventi 2002 I Fiori del Borgo Sauvignon Blanc (Collio),Sauvignon Blanc,Borgo Conventi
376,Italy,88,18,Northeastern Italy,Roger Voss,Volpe Pasini 2002 Zuc de Volpe Pinot Grigio (Colli Orientali del Friuli),Pinot Grigio,Volpe Pasini
379,Italy,88,15,Northeastern Italy,Joe Czerwinski,La Vis 2001 Bianco dei Sorni White (Trentino),White Blend,La Vis
380,Chile,88,12,Rapel Valley,Michael Schachner,Lapostolle 2002 Estate Bottled Merlot (Rapel Valley),Merlot,Lapostolle
381,Italy,88,11,Veneto,Joe Czerwinski,Fratelli Zeni 2000 Vigne Alte (Bianco di Custoza),White Blend,Fratelli Zeni
382,Chile,88,15,Maipo Valley,Michael Schachner,Carmen 2000 Estate Grown Reserve Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Carmen
383,Italy,88,9,Veneto,Joe Czerwinski,Tommasi 2001 Vigneto Santa Cecilia Chardonnay (Valdadige),Chardonnay,Tommasi
384,Italy,88,30,Northeastern Italy,Roger Voss,San Michele Eppan 2002 Sanct Valentin Gewurztraminer (Alto Adige),Gewurztraminer,San Michele Eppan
388,US,88,25,California,Roger Voss,Kynsi 1999 Paragon Vineyard Pinot Noir (Edna Valley),Pinot Noir,Kynsi
389,Italy,88,15,Northeastern Italy,Joe Czerwinski,Cantina Terlano 2002 Terlano Classico White (Alto Adige),White Blend,Cantina Terlano
390,Chile,88,12,Maipo Valley,Michael Schachner,Casa Julia 2001 Reserve Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Casa Julia
391,Chile,88,14,Central Valley,Michael Schachner,Valdivieso 2001 Reserve Chardonnay (Central Valley),Chardonnay,Valdivieso
393,Chile,87,11,Lontue Valley,Michael Schachner,San Pedro 2002 Castillo de Molina Reserva Chardonnay (Lontue Valley),Chardonnay,San Pedro
394,Chile,87,12,Maipo Valley,Michael Schachner,Undurraga 2001 Reserva Merlot (Maipo Valley),Merlot,Undurraga
397,Chile,85,15,Colchagua Valley,Michael Schachner,Cono Sur 2008 Vision Pinot Noir (Colchagua Valley),Pinot Noir,Cono Sur
398,Chile,85,13,Curico Valley,Michael Schachner,Aresti 2008 Estate Selection Sauvignon Blanc (Curico Valley),Sauvignon Blanc,Aresti
402,Chile,85,11,Colchagua Valley,Michael Schachner,Vina Bisquertt 2007 Casa la Joya Reserve Syrah (Colchagua Valley),Syrah,Vina Bisquertt
406,France,85,30,Champagne,Roger Voss,Jacquart NV Brut Mosaique (Champagne),Champagne Blend,Jacquart
407,Chile,85,14,Casablanca Valley,Michael Schachner,Lapostolle 2007 Casa Chardonnay (Casablanca Valley),Chardonnay,Lapostolle
409,US,85,20,New York,Susan Kostrzewa,McGregor 2007 Dry Gewurztraminer (Finger Lakes),Gewurztraminer,McGregor
410,US,85,20,New York,Susan Kostrzewa,Miles 2006 Cabernet Franc (Finger Lakes),Cabernet Franc,Miles
415,US,85,14,New York,Susan Kostrzewa,Red Newt Cellars 2007 Riesling (Finger Lakes),Riesling,Red Newt Cellars
419,France,89,20,Bordeaux,Roger Voss,Chateau de Callac 2011 Graves,Bordeaux-style Red Blend,Chateau de Callac
421,US,89,30,Washington,Sean P. Sullivan,Guardian 2013 Confidential Source Merlot (Columbia Valley (WA)),Merlot,Guardian
422,US,89,20,Washington,Sean P. Sullivan,Kerloo 2015 Blue Mountain Vineyard Grenache Blanc (Walla Walla Valley (WA)),Grenache Blanc,Kerloo
423,Austria,89,23,Weinviertel,Anne Krebiehl,Kohl 2015 Kittl Gruner Veltliner (Weinviertel),Gruner Veltliner,Kohl
424,US,89,30,California,Jim Gordon,Las Positas 2014 Verdigris White (California),White Blend,Las Positas
425,US,89,18,New York,Anna Lee C. Iijima,Lieb 2015 Bridge Lane Rose (New York),Rose,Lieb
426,Spain,89,18,Northern Spain,Michael Schachner,Luberri 2011 Seis (Rioja),Tempranillo,Luberri
427,US,89,35,New York,Anna Lee C. Iijima,Macari 2010 Cuvee Gabriella Brut Rose Sparkling (North Fork of Long Island),Sparkling Blend,Macari
428,Austria,89,17,Kremstal,Anne Krebiehl,Malat 2015 Crazy Creatures Gruner Veltliner (Kremstal),Gruner Veltliner,Malat
429,US,89,42,Washington,Sean P. Sullivan,Milbrandt 2013 The Estates Clifton Hill Vineyard Syrah (Wahluke Slope),Syrah,Milbrandt
430,US,89,30,California,Matt Kettmann,Ojai 2014 McGinley Vineyard Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,Ojai
431,US,89,24,California,Matt Kettmann,ONX 2015 Indie Tempranillo (Templeton Gap District),Tempranillo,ONX
432,US,89,16,Washington,Sean P. Sullivan,Pomum 2014 Upland Vineyard Riesling (Snipes Mountain),Riesling,Pomum
433,US,89,27,California,Jim Gordon,Prospect 772 2014 Stepping Stones Grenache Blanc (Santa Barbara County),Grenache Blanc,Prospect 772
434,Italy,89,89,Piedmont,Kerin O Keefe,Revello Fratelli 2012 Rocche dell'Annunziata (Barolo),Nebbiolo,Revello Fratelli
436,Italy,89,15,Piedmont,Kerin O Keefe,Tenuta La Marchesa 2015 Gold Label (Gavi),Cortese,Tenuta La Marchesa
437,US,89,54,California,Virginie Boone,Trione 2012 Henry's Blend Red (Alexander Valley),Bordeaux-style Red Blend,Trione
438,Spain,89,15,Northern Spain,Michael Schachner,Vinos de Arganza 2012 Seculo Mencia (Bierzo),Mencia,Vinos de Arganza
439,Spain,89,42,Northern Spain,Michael Schachner,Vinos de Arganza 2013 Marques de Montejos Seleccion Mencia (Vino de la Tierra de Castilla y Leon),Mencia,Vinos de Arganza
440,US,89,38,Washington,Sean P. Sullivan,Walla Walla Vintners 2013 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Walla Walla Vintners
441,Austria,89,12,Niederosterreich,Anne Krebiehl,Winzer Krems 2015 Rose Zweigelt (Niederosterreich),Zweigelt,Winzer Krems
442,US,89,35,New York,Anna Lee C. Iijima,Wolffer 2013 Caya Cabernet Franc (Long Island),Cabernet Franc,Wolffer
443,US,88,32,California,Virginie Boone,Dunbar 2012 Estate Grown Zinfandel (Sonoma Valley),Zinfandel,Dunbar
444,Austria,88,12,Wagram,Anne Krebiehl,Eschenhof Holzer 2015 Altweingarten Gruner Veltliner (Wagram),Gruner Veltliner,Eschenhof Holzer
445,Italy,88,28,Sicily & Sardinia,Kerin O Keefe,Fattorie Romeo del Castello 2015 Vigorosa Rosato Nerello Mascalese (Etna),Nerello Mascalese,Fattorie Romeo del Castello
446,US,88,20,California,Matt Kettmann,Flying Cloud 2014 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Flying Cloud
447,France,88,14,Loire Valley,Roger Voss,Gadais Pere et Fils 2015 Domaine de la Vieille Cure Sur Lie (Muscadet Sevre et Maine),Melon,Gadais Pere et Fils
448,France,88,19,Rhone Valley,Joe Czerwinski,Andre Brunel 2014 Domaine de la Becassonne White (Cotes du Rhone),Rhone-style White Blend,Andre Brunel
449,Italy,92,39,Lombardy,Kerin O Keefe,Majolini 2006 Pas Dose Aligi Sassu Chardonnay (Franciacorta),Chardonnay,Majolini
451,Italy,92,35,Tuscany,Kerin O Keefe,Montemercurio 2007 Messaggero (Vino Nobile di Montepulciano),Sangiovese,Montemercurio
453,France,92,69,Champagne,Roger Voss,Philippe Fontaine NV Brut Prestige (Champagne),Champagne Blend,Philippe Fontaine
454,Canada,92,30,Ontario,Sean P. Sullivan,Pillitteri 2012 Reserve Icewine Vidal (Niagara-On-The-Lake),Vidal,Pillitteri
456,US,92,23,California,Virginie Boone,Roederer Estate NV Brut Sparkling (Anderson Valley),Sparkling Blend,Roederer Estate
458,Italy,92,50,Lombardy,Kerin O Keefe,Bellavista 2006 Gran Cuvee Pas Opere Sparkling (Franciacorta),Sparkling Blend,Bellavista
459,France,92,100,Champagne,Roger Voss,Chanoine NV Tzarina No 1 Brut (Champagne),Champagne Blend,Chanoine
460,US,92,50,Oregon,Paul Gregutt,Chehalem 2011 Ridgecrest Vineyards Pinot Noir (Ribbon Ridge),Pinot Noir,Chehalem
461,US,92,29,Oregon,Paul Gregutt,Chehalem 2012 Stoller Vineyards Pinot Blanc (Dundee Hills),Pinot Blanc,Chehalem
462,France,92,66,Burgundy,Roger Voss,Henri de Villamont 2010 Blagny Premier Cru (Meursault),Chardonnay,Henri de Villamont
463,France,92,60,Champagne,Roger Voss,Vollereaux 2007 Cuvee Marguerite Brut (Champagne),Champagne Blend,Vollereaux
464,Germany,92,115,Rheinhessen,Anna Lee C. Iijima,Wittmann 2011 Westhofen Morstein GG Trocken Riesling (Rheinhessen),Riesling,Wittmann
465,Italy,92,69,Veneto,Kerin O Keefe,Valentina Cubi 2008 Morar (Amarone della Valpolicella),Red Blend,Valentina Cubi
467,US,92,65,Oregon,Paul Gregutt,Domaine Serene 2010 Evenstad Reserve Pinot Noir (Willamette Valley),Pinot Noir,Domaine Serene
468,Germany,92,42,Mosel,Anna Lee C. Iijima,Dr. Loosen 2011 urziger Wurzgarten Alte Reben GG Trocken Riesling (Mosel),Riesling,Dr. Loosen
469,Germany,92,27,Mosel,Anna Lee C. Iijima,Dr. Loosen 2011 Wehlener Sonnenuhr Kabinett Riesling (Mosel),Riesling,Dr. Loosen
470,France,92,70,Champagne,Roger Voss,H. Blin 2003 edition Limitee Extra Brut (Champagne),Champagne Blend,H. Blin
471,France,92,73,Burgundy,Roger Voss,Henri de Villamont 2010 Les Chatelots Premier Cru (Chambolle-Musigny),Pinot Noir,Henri de Villamont
472,France,92,72,Burgundy,Roger Voss,Henri de Villamont 2010 Les Feusselottes Premier Cru (Chambolle-Musigny),Pinot Noir,Henri de Villamont
473,Portugal,92,34,Alentejano,Roger Voss,Herdade Grande 2010 Geracoes Colheita Seleccionada Red (Alentejano),Portuguese Red,Herdade Grande
477,France,92,65,Bordeaux,Roger Voss,Chateau Vray Croix de Gay 2010 Pomerol,Bordeaux-style Red Blend,Chateau Vray Croix de Gay
480,US,87,45,Washington,Paul Gregutt,Sparkman 2009 Stella Mae Red (Red Mountain),Bordeaux-style Red Blend,Sparkman
483,South Africa,87,12,Stellenbosch,Lauren Buzzeo,Cape View 2011 Chenin Blanc (Stellenbosch),Chenin Blanc,Cape View
484,South Africa,87,12,Western Cape,Lauren Buzzeo,Ken Forrester 2011 Petit Chenin Blanc (Western Cape),Chenin Blanc,Ken Forrester
485,France,87,13,Rhone Valley,Joe Czerwinski,Louis Bernard 2009 Red (Cotes du Rhone Villages),Rhone-style Red Blend,Louis Bernard
490,Spain,87,19,Catalonia,Michael Schachner,V&N; Cellars NV Reserva Brut Sparkling (Cava),Sparkling Blend,V&N; Cellars
491,Austria,87,18,Kremstal,Roger Voss,Winzer Krems 2011 Kellermeister Privat Goldberg Gruner Veltliner (Kremstal),Gruner Veltliner,Winzer Krems
492,US,87,30,Washington,Paul Gregutt,Zerba Cellars 2008 Sangiovese (Walla Walla Valley (WA)),Sangiovese,Zerba Cellars
493,US,87,35,Washington,Paul Gregutt,Insania 2009 Red (Red Mountain),Red Blend,Insania
494,US,87,12,New York,Anna Lee C. Iijima,Knapp 2011 Chardonnay (Finger Lakes),Chardonnay,Knapp
495,US,87,18,California,Virginie Boone,Lava Cap 2010 Battonage Chardonnay (El Dorado),Chardonnay,Lava Cap
496,Spain,87,25,Northern Spain,Michael Schachner,Loess 2009 Collection Blanco Verdejo (Rueda),Verdejo,Loess
497,US,87,30,California,Virginie Boone,MICA Cellars 2009 Babcock Vineyard Cabernet Franc (Suisun Valley),Cabernet Franc,MICA Cellars
499,France,87,20,Provence,Roger Voss,Domaine du Grand Cros 2011 L'Esprit de Provence Rose (Cotes de Provence),Rose,Domaine du Grand Cros
500,Spain,87,11,Northern Spain,Michael Schachner,El Coto 2011 Rosado Rose (Rioja),Rose,El Coto
501,US,87,15,California,Virginie Boone,Fenestra 2010 Silvaspoons Vineyard Verdelho (Lodi),Verdelho,Fenestra
502,Austria,87,18,Osterreichischer Sekt,Roger Voss,Gunter Triebaumer NV Muscato Moscato (osterreichischer Sekt),Moscato,Gunter Triebaumer
504,France,87,15,Rhone Valley,Joe Czerwinski,Alain Jaume et Fils 2009 Reserve Grand Veneur Red (Cotes du Rhone),Rhone-style Red Blend,Alain Jaume et Fils
505,Spain,87,16,Northern Spain,Michael Schachner,Aleo 2009 Tempranillo (Vino de la Tierra de Castilla y Leon),Tempranillo,Aleo
507,US,87,28,Washington,Paul Gregutt,Camaraderie 2009 Clifton Vineyard Syrah (Wahluke Slope),Syrah,Camaraderie
508,US,87,28,Washington,Paul Gregutt,Camaraderie 2009 Tempranillo (Yakima Valley),Tempranillo,Camaraderie
509,US,91,65,California,Virginie Boone,Beringer 2014 Quantum Red (Napa Valley),Red Blend,Beringer
510,US,91,48,California,Matt Kettmann,Big Basin 2014 Coastview Vineyard Chardonnay (Monterey County),Chardonnay,Big Basin
511,France,91,70,Champagne,Roger Voss,Boude Baudin 2010 Cuvee St Clement (Champagne),Champagne Blend,Boude Baudin
512,France,91,59,Champagne,Roger Voss,Boude Baudin NV B. Zero Brut Dosage (Champagne),Champagne Blend,Boude Baudin
513,US,91,90,California,Virginie Boone,Conn Creek 2013 El Adobo Ranch Vineyard Cabernet Sauvignon (Chiles Valley),Cabernet Sauvignon,Conn Creek
514,Chile,91,35,Colchagua Valley,Michael Schachner,Cono Sur 2012 20 Barrels Limited Edition Peralillo Estate Merlot (Colchagua Valley),Merlot,Cono Sur
515,US,91,75,California,Virginie Boone,D.R. Stephens 2014 Silver Eagle Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,D.R. Stephens
516,US,91,55,California,Virginie Boone,Davis Family 2014 Soul Patch Estate Grown Pinot Noir (Russian River Valley),Pinot Noir,Davis Family
517,US,91,55,California,Virginie Boone,Davis Family 2014 Starr Ridge Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Davis Family
518,France,91,60,Burgundy,Roger Voss,Domaine Jeannin-Naltet 2014 Le Clos l'Eveque Premier Cru (Mercurey),Pinot Noir,Domaine Jeannin-Naltet
519,US,91,36,California,Jim Gordon,Prospect 772 2014 The Brat Grenache (Calaveras County),Grenache,Prospect 772
520,US,91,35,California,Matt Kettmann,Qupe 2013 Doux Sawyer Lindquist Vineyard Marsanne (Edna Valley),Marsanne,Qupe
521,US,91,35,California,Matt Kettmann,Qupe 2013 Sawyer Lindquist Vineyard Grenache (Edna Valley),Grenache,Qupe
522,US,91,55,Oregon,Paul Gregutt,Rex Hill 2014 Sims Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Rex Hill
523,US,91,65,Oregon,Paul Gregutt,Ruby 2015 Steve's Reserve Pinot Noir (Chehalem Mountains),Pinot Noir,Ruby
524,US,91,35,Washington,Sean P. Sullivan,Structure 2014 Wallula Syrah (Horse Heaven Hills),Syrah,Structure
525,US,91,49,California,Matt Kettmann,Testarossa 2015 Rincon Vineyard Chardonnay (Arroyo Grande Valley),Chardonnay,Testarossa
526,US,91,55,Oregon,Paul Gregutt,Tumwater 2014 Prince Hill Vineyard Reserve Pinot Noir (Dundee Hills),Pinot Noir,Tumwater
527,Germany,91,30,Rheinhessen,Anna Lee C. Iijima,Wittmann 2015 Trocken Scheurebe (Rheinhessen),Scheurebe,Wittmann
528,France,91,42,Champagne,Roger Voss,Jeaunaux-Robin NV Brut Zero Selection (Champagne),Champagne Blend,Jeaunaux-Robin
529,US,91,45,California,Virginie Boone,Joseph Jewell 2014 Bucher Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Joseph Jewell
530,Chile,91,24,Colchagua Valley,Michael Schachner,Lapostolle 2013 Cuvee Alexandre Apalta Vineyard Made With Organic Grapes Syrah (Colchagua Valley),Syrah,Lapostolle
531,US,91,50,Oregon,Paul Gregutt,Le Cadeau 2011 Blanc de Noir Sparkling (Oregon),Sparkling Blend,Le Cadeau
532,US,91,50,Oregon,Paul Gregutt,Le Cadeau 2015 Diversite Pinot Noir (Willamette Valley),Pinot Noir,Le Cadeau
533,US,91,50,Oregon,Paul Gregutt,Le Cadeau 2015 equinoxe Pinot Noir (Willamette Valley),Pinot Noir,Le Cadeau
534,US,91,38,California,Matt Kettmann,Le Vigne 2014 Di Domenico Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Le Vigne
535,Germany,91,22,Mosel,Anna Lee C. Iijima,Maximin Grunhauser 2015 Trocken Riesling (Mosel),Riesling,Maximin Grunhauser
536,US,91,50,Washington,Sean P. Sullivan,Northstar 2013 Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Northstar
537,US,91,110,California,Virginie Boone,Padis 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Padis
538,US,91,45,Oregon,Paul Gregutt,Paul O'Brien 2014 Bradley Vineyard Pinot Noir (Umpqua Valley),Pinot Noir,Paul O'Brien
539,US,93,42,California,Matt Kettmann,Claiborne & Churchill 2014 Twin Creeks Estate Pinot Noir (Edna Valley),Pinot Noir,Claiborne & Churchill
540,US,93,60,California,Matt Kettmann,Flying Goat Cellars 2012 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Flying Goat Cellars
541,US,93,42,California,Matt Kettmann,Flying Goat Cellars 2012 Solomon Hills Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Flying Goat Cellars
542,Italy,93,30,Northeastern Italy,Kerin O Keefe,Abbazia di Novacella 2012 Praepositus Passito Kerner (Alto Adige Valle Isarco),Kerner,Abbazia di Novacella
543,US,93,75,California,Virginie Boone,Midsummer Cellars 2013 Canon Creek Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Midsummer Cellars
544,US,93,54,California,Matt Kettmann,ONX 2013 Reckoning Red (Templeton Gap District),Red Blend,ONX
545,US,93,85,California,Virginie Boone,Les Belles Collines 2012 Les Sommets Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Les Belles Collines
546,US,93,50,California,Virginie Boone,Lutum 2014 Gap's Crown Vineyard Chardonnay (Sonoma Coast),Chardonnay,Lutum
547,US,93,150,California,Matt Kettmann,Turiya 2011 Stolpman Vineyard Sangiovese (Ballard Canyon),Sangiovese,Turiya
548,US,93,85,California,Virginie Boone,Iron Horse 2013 Thomas Road Pinot Noir (Green Valley),Pinot Noir,Iron Horse
549,Italy,93,90,Piedmont,Kerin O Keefe,Brandini 2011 Resa 56 (Barolo),Nebbiolo,Brandini
550,US,93,35,California,Virginie Boone,Artesa 2014 Estate Reserve Chardonnay (Carneros),Chardonnay,Artesa
551,US,93,46,California,Virginie Boone,Carlisle 2013 Pagani Ranch Zinfandel (Sonoma Valley),Zinfandel,Carlisle
552,France,93,20,Provence,Roger Voss,Chateau Vignelaure 2015 Rose (Coteaux d'Aix-en-Provence),Rose,Chateau Vignelaure
553,Argentina,93,42,Mendoza Province,Michael Schachner,Clos d'Argentine 2013 Winemaker's Selection Reserva Malbec (Mendoza),Malbec,Clos d'Argentine
554,France,93,40,Provence,Roger Voss,Mas de Cadenet 2015 Mas Negrel Cadenet Rose (Cotes de Provence Sainte-Victoire),Rose,Mas de Cadenet
555,US,93,75,Washington,Sean P. Sullivan,Passing Time 2013 Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Passing Time
556,Spain,93,88,Northern Spain,Michael Schachner,Resalte 2010 Gran Resalte (Ribera del Duero),Tempranillo,Resalte
557,US,93,40,California,Matt Kettmann,Sanctuary 2013 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Sanctuary
558,US,93,25,California,Jim Gordon,Terre Rouge 2014 Enigma White (Sierra Foothills),White Blend,Terre Rouge
559,US,93,48,California,Virginie Boone,Limerick Lane 2013 Hail Mary Syrah-Grenache (Russian River Valley),Syrah-Grenache,Limerick Lane
560,US,93,45,California,Virginie Boone,Limerick Lane 2013 Headpruned Block Syrah (Russian River Valley),Syrah,Limerick Lane
561,US,93,50,California,Jim Gordon,Loring Wine Company 2014 Durell Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Loring Wine Company
562,US,93,65,California,Virginie Boone,Eighty Four 2010 Petite Sirah (Napa Valley),Petite Sirah,Eighty Four
563,US,93,48,California,Matt Kettmann,Flying Goat Cellars 2012 Rancho Santa Rosa Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Flying Goat Cellars
564,US,93,62,California,Matt Kettmann,Four Lanterns 2013 Fire Light Syrah (Paso Robles),Syrah,Four Lanterns
565,US,93,100,California,Matt Kettmann,Turiya 2011 Shapeshifter Red (Central Coast),Red Blend,Turiya
566,US,93,53,California,Virginie Boone,World's End 2013 If Six Was Nine Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,World's End
567,Argentina,93,55,Mendoza Province,Michael Schachner,Benegas 2011 Benegas Lynch La Encerrada Estate Vineyard Malbec (Mendoza),Malbec,Benegas
